20160928,093000,113.670000000
20160928,093000,113.680000000
20160928,093000,113.750000000
20160928,093000,113.750000000
20160928,093000,113.730000000
20160928,093000,113.690000000
20160928,093000,113.700000000
20160928,093000,113.740000000
20160928,093000,113.730000000
20160928,093001,113.700000000
20160928,093001,113.670000000
20160928,093001,113.670000000
20160928,093001,113.660000000
20160928,093001,113.740000000
20160928,093001,113.740000000
20160928,093001,113.740000000
20160928,093002,113.710000000
20160928,093002,113.740000000
20160928,093002,113.740000000
20160928,093002,113.740000000
20160928,093002,113.750000000
20160928,093002,113.790000000
20160928,093002,113.790000000
20160928,093004,113.840000000
20160928,093004,113.840000000
20160928,093004,113.810000000
20160928,093005,113.810000000
20160928,093005,113.770000000
20160928,093008,113.830000000
20160928,093009,113.830000000
20160928,093009,113.840000000
20160928,093009,113.830000000
20160928,093013,113.860000000
20160928,093013,113.860000000
20160928,093013,113.860000000
20160928,093015,113.830000000
20160928,093015,113.820000000
20160928,093015,113.820000000
20160928,093015,113.830000000
20160928,093018,113.850000000
20160928,093018,113.850000000
20160928,093019,113.850000000
20160928,093019,113.830000000
20160928,093019,113.830000000
20160928,093020,113.810000000
20160928,093025,113.820000000
20160928,093025,113.820000000
20160928,093026,113.820000000
20160928,093027,113.820000000
20160928,093027,113.815000000
20160928,093028,113.830000000
20160928,093030,113.850000000
20160928,093030,113.850000000
20160928,093030,113.850000000
20160928,093030,113.845000000
20160928,093032,113.850000000
20160928,093033,113.850000000
20160928,093034,113.860000000
20160928,093034,113.860000000
20160928,093035,113.850000000
20160928,093036,113.850000000
20160928,093037,113.860000000
20160928,093037,113.860000000
20160928,093037,113.860000000
20160928,093038,113.860000000
20160928,093041,113.875000000
20160928,093041,113.875000000
20160928,093041,113.875000000
20160928,093041,113.890000000
20160928,093042,113.920000000
20160928,093042,113.920000000
20160928,093042,113.920000000
20160928,093042,113.910000000
20160928,093042,113.900000000
20160928,093042,113.900000000
20160928,093043,113.930000000
20160928,093044,113.900000000
20160928,093044,113.900000000
20160928,093044,113.900000000
20160928,093044,113.905000000
20160928,093044,113.910000000
20160928,093044,113.930000000
20160928,093044,113.930000000
20160928,093045,113.930000000
20160928,093047,113.935000000
20160928,093047,113.935000000
